synthetic_id,model_spec_version,source_synthetic_id,anchor_index,variant_number,anchor_recording_uid,anchor_recording_id,tissue,scenario_family,scenario_level_number,scenario_level,target_parameters,added_parameter,added_component,target_status,target_status_reason,duration_days,forskolin_day_original,forskolin_day_zero,drift_reference_day_original,drift_reference_day_zero,profiled_initial_phase_radians,fit_pre_amplitude,fit_post_amplitude,fit_pre_period_hours,fit_post_period_hours,fit_pre_envelope_log_rate_per_day,fit_post_envelope_log_rate_per_day,fit_baseline_step,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,fit_signed_acute_transient_amplitude,fit_phase_shift_hours
SYN_A047_8C-2ML4_V002__post_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_amplitude_trajectory,2,S2_linear_drift,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,4.098628509748663,24.0,24.0,0.0,-0.4291412377622413,0.0,0.0,0.1247275106339474,0.0,0.0
SYN_A047_8C-2ML4_V002__post_amplitude_trajectory__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_amplitude_trajectory,3,S3_baseline_step,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_baseline_step,baseline_step,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,4.098628509748663,24.0,24.0,0.0,-0.4291412377622413,1.945581408617686,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V002__post_amplitude_trajectory__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_amplitude_trajectory,4,S4_acute_treatment_transient,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,4.098628509748663,24.0,24.0,0.0,-0.4291412377622413,0.0,0.0,0.0,3.672620748784978,0.0
SYN_A047_8C-2ML4_V002__phase_shift_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,0,S0_target_only,fit_phase_shift_angle_radians,none,target_only,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.0,0.0,0.0,0.0,-1.0415197830305205,0.0,0.0,-3.9783125231353362
SYN_A047_8C-2ML4_V002__phase_shift_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,1,S1_pre_amplitude,fit_phase_shift_angle_radians,fit_pre_amplitude,pre_amplitude,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,0.9449494211651585,2.0,24.0,24.0,0.0,0.0,0.0,-1.0415197830305205,0.0,0.0,-3.9783125231353362
SYN_A047_8C-2ML4_V002__phase_shift_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,2,S2_post_amplitude,fit_phase_shift_angle_radians,fit_post_amplitude,post_amplitude,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,4.098628509748663,24.0,24.0,0.0,0.0,0.0,-1.0415197830305205,0.0,0.0,-3.9783125231353362
SYN_A047_8C-2ML4_V002__phase_shift_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,3,S3_pre_period,fit_phase_shift_angle_radians,fit_pre_period_hours,pre_period,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,26.751459041791357,24.0,0.0,0.0,0.0,-1.0415197830305205,0.0,0.0,-3.9783125231353362
SYN_A047_8C-2ML4_V002__phase_shift_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,4,S4_post_period,fit_phase_shift_angle_radians,fit_post_period_hours,post_period,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.77384957817483,0.0,0.0,0.0,-1.0415197830305205,0.0,0.0,-4.106588167630166
SYN_A047_8C-2ML4_V002__phase_shift_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,5,S5_pre_envelope,fit_phase_shift_angle_radians,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.0,-0.3607631375708909,0.0,0.0,-1.0415197830305205,0.0,0.0,-3.9783125231353362
SYN_A047_8C-2ML4_V002__phase_shift_hours__S06,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,6,S6_post_envelope,fit_phase_shift_angle_radians,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.0,0.0,-0.4291412377622413,0.0,-1.0415197830305205,0.0,0.0,-3.9783125231353362
SYN_A047_8C-2ML4_V002__phase_shift_hours__S07,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,7,S7_linear_drift,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,linear_drift,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.0,0.0,0.0,0.0,-1.0415197830305205,0.1247275106339474,0.0,-3.9783125231353362
SYN_A047_8C-2ML4_V002__phase_shift_hours__S08,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,8,S8_baseline_step,fit_phase_shift_angle_radians,fit_baseline_step,baseline_step,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.0,0.0,0.0,1.945581408617686,-1.0415197830305205,0.0,0.0,-3.9783125231353362
SYN_A047_8C-2ML4_V002__phase_shift_hours__S09,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V002,47,2,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,9,S9_acute_treatment_transient,fit_phase_shift_angle_radians,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.0,0.0,0.0,0.0,-1.0415197830305205,0.0,3.672620748784978,-3.9783125231353362
SYN_A047_8C-2ML4_V003__pre_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_period_hours,0,S0_target_only,fit_pre_period_hours,none,target_only,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,28.1728446433893,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V003__pre_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_period_hours,1,S1_pre_amplitude,fit_pre_period_hours,fit_pre_amplitude,pre_amplitude,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,0.9403448679781066,2.0,28.1728446433893,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V003__pre_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_period_hours,2,S2_pre_envelope,fit_pre_period_hours,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,28.1728446433893,24.0,-0.355251251848706,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V003__pre_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_period_hours,3,S3_linear_drift,fit_pre_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,28.1728446433893,24.0,0.0,0.0,0.0,0.0,0.1344170439968076,0.0,0.0
SYN_A047_8C-2ML4_V003__post_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_period_hours,0,S0_target_only,fit_post_period_hours,none,target_only,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.87800309253461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V003__post_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_period_hours,1,S1_post_amplitude,fit_post_period_hours,fit_post_amplitude,post_amplitude,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,4.6000955162444255,24.0,24.87800309253461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V003__post_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_period_hours,2,S2_post_envelope,fit_post_period_hours,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.87800309253461,0.0,-0.5043056681627393,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V003__post_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_period_hours,3,S3_linear_drift,fit_post_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.87800309253461,0.0,0.0,0.0,0.0,0.1344170439968076,0.0,0.0
SYN_A047_8C-2ML4_V003__post_period_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_period_hours,4,S4_baseline_step,fit_post_period_hours,fit_baseline_step,baseline_step,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.87800309253461,0.0,0.0,2.051251995639389,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V003__post_period_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_period_hours,5,S5_acute_treatment_transient,fit_post_period_hours,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.87800309253461,0.0,0.0,0.0,0.0,0.0,3.582572493398004,0.0
SYN_A047_8C-2ML4_V003__pre_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_amplitude_trajectory,0,S0_target_only,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,none,target_only,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,0.9403448679781066,2.0,24.0,24.0,-0.355251251848706,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V003__pre_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_amplitude_trajectory,1,S1_pre_period,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_pre_period_hours,pre_period,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,0.9403448679781066,2.0,28.1728446433893,24.0,-0.355251251848706,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V003__pre_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_amplitude_trajectory,2,S2_linear_drift,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,0.9403448679781066,2.0,24.0,24.0,-0.355251251848706,0.0,0.0,0.0,0.1344170439968076,0.0,0.0
SYN_A047_8C-2ML4_V003__post_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_amplitude_trajectory,0,S0_target_only,fit_post_amplitude;fit_post_envelope_log_rate_per_day,none,target_only,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,4.6000955162444255,24.0,24.0,0.0,-0.5043056681627393,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V003__post_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_amplitude_trajectory,1,S1_post_period,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_post_period_hours,post_period,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,4.6000955162444255,24.0,24.87800309253461,0.0,-0.5043056681627393,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V003__post_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_amplitude_trajectory,2,S2_linear_drift,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,4.6000955162444255,24.0,24.0,0.0,-0.5043056681627393,0.0,0.0,0.1344170439968076,0.0,0.0
SYN_A047_8C-2ML4_V003__post_amplitude_trajectory__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_amplitude_trajectory,3,S3_baseline_step,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_baseline_step,baseline_step,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,4.6000955162444255,24.0,24.0,0.0,-0.5043056681627393,2.051251995639389,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V003__post_amplitude_trajectory__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_amplitude_trajectory,4,S4_acute_treatment_transient,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,4.6000955162444255,24.0,24.0,0.0,-0.5043056681627393,0.0,0.0,0.0,3.582572493398004,0.0
SYN_A047_8C-2ML4_V003__phase_shift_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,0,S0_target_only,fit_phase_shift_angle_radians,none,target_only,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.0,0.0,0.0,0.0,0.3941569938964475,0.0,0.0,1.5055688143886796
SYN_A047_8C-2ML4_V003__phase_shift_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,1,S1_pre_amplitude,fit_phase_shift_angle_radians,fit_pre_amplitude,pre_amplitude,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,0.9403448679781066,2.0,24.0,24.0,0.0,0.0,0.0,0.3941569938964475,0.0,0.0,1.5055688143886796
SYN_A047_8C-2ML4_V003__phase_shift_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,2,S2_post_amplitude,fit_phase_shift_angle_radians,fit_post_amplitude,post_amplitude,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,4.6000955162444255,24.0,24.0,0.0,0.0,0.0,0.3941569938964475,0.0,0.0,1.5055688143886796
SYN_A047_8C-2ML4_V003__phase_shift_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,3,S3_pre_period,fit_phase_shift_angle_radians,fit_pre_period_hours,pre_period,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,28.1728446433893,24.0,0.0,0.0,0.0,0.3941569938964475,0.0,0.0,1.5055688143886796
SYN_A047_8C-2ML4_V003__phase_shift_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,4,S4_post_period,fit_phase_shift_angle_radians,fit_post_period_hours,post_period,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.87800309253461,0.0,0.0,0.0,0.3941569938964475,0.0,0.0,1.560647734182718
SYN_A047_8C-2ML4_V003__phase_shift_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,5,S5_pre_envelope,fit_phase_shift_angle_radians,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.0,-0.355251251848706,0.0,0.0,0.3941569938964475,0.0,0.0,1.5055688143886796
SYN_A047_8C-2ML4_V003__phase_shift_hours__S06,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,6,S6_post_envelope,fit_phase_shift_angle_radians,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.0,0.0,-0.5043056681627393,0.0,0.3941569938964475,0.0,0.0,1.5055688143886796
SYN_A047_8C-2ML4_V003__phase_shift_hours__S07,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,7,S7_linear_drift,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,linear_drift,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.0,0.0,0.0,0.0,0.3941569938964475,0.1344170439968076,0.0,1.5055688143886796
SYN_A047_8C-2ML4_V003__phase_shift_hours__S08,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,8,S8_baseline_step,fit_phase_shift_angle_radians,fit_baseline_step,baseline_step,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.0,0.0,0.0,2.051251995639389,0.3941569938964475,0.0,0.0,1.5055688143886796
SYN_A047_8C-2ML4_V003__phase_shift_hours__S09,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V003,47,3,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,phase_shift_hours,9,S9_acute_treatment_transient,fit_phase_shift_angle_radians,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.0,0.0,0.0,0.0,0.3941569938964475,0.0,3.582572493398004,1.5055688143886796
SYN_A047_8C-2ML4_V004__pre_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V004,47,4,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_period_hours,0,S0_target_only,fit_pre_period_hours,none,target_only,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,27.03594522928417,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V004__pre_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V004,47,4,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_period_hours,1,S1_pre_amplitude,fit_pre_period_hours,fit_pre_amplitude,pre_amplitude,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,0.8501973044207612,2.0,27.03594522928417,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V004__pre_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V004,47,4,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_period_hours,2,S2_pre_envelope,fit_pre_period_hours,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,27.03594522928417,24.0,-0.3562961868119849,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V004__pre_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V004,47,4,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_period_hours,3,S3_linear_drift,fit_pre_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,27.03594522928417,24.0,0.0,0.0,0.0,0.0,0.1694956666991027,0.0,0.0
SYN_A047_8C-2ML4_V004__post_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V004,47,4,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_period_hours,0,S0_target_only,fit_post_period_hours,none,target_only,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.71264418656836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V004__post_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V004,47,4,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_period_hours,1,S1_post_amplitude,fit_post_period_hours,fit_post_amplitude,post_amplitude,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,4.421174761937593,24.0,24.71264418656836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V004__post_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V004,47,4,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_period_hours,2,S2_post_envelope,fit_post_period_hours,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.71264418656836,0.0,-0.4466260342042485,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V004__post_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V004,47,4,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_period_hours,3,S3_linear_drift,fit_post_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.71264418656836,0.0,0.0,0.0,0.0,0.1694956666991027,0.0,0.0
SYN_A047_8C-2ML4_V004__post_period_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V004,47,4,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_period_hours,4,S4_baseline_step,fit_post_period_hours,fit_baseline_step,baseline_step,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.71264418656836,0.0,0.0,1.8544562661332704,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V004__post_period_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V004,47,4,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,post_period_hours,5,S5_acute_treatment_transient,fit_post_period_hours,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,2.0,2.0,24.0,24.71264418656836,0.0,0.0,0.0,0.0,0.0,3.3962737325656778,0.0
SYN_A047_8C-2ML4_V004__pre_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V004,47,4,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_amplitude_trajectory,0,S0_target_only,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,none,target_only,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,0.8501973044207612,2.0,24.0,24.0,-0.3562961868119849,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A047_8C-2ML4_V004__pre_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A047_8C-2ML4_V004,47,4,250811::8C-2ML4_Raw.csv,8C-2ML4,DRG,pre_amplitude_trajectory,1,S1_pre_period,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_pre_period_hours,pre_period,eligible,none,11.76388,7.690975,6.729165,4.19792,3.23611,-0.3840792605313305,0.8501973044207612,2.0,27.03594522928417,24.0,-0.3562961868119849,0.0,0.0,0.0,0.0,0.0,0.0
